openalex_id,title,reason
https://openalex.org/W2903996579,An Empirical Study of Example Forgetting during Deep Neural Network Learning,DUPLICATE_TITLE
https://openalex.org/W4312986563,Long-tailed Visual Recognition via Gaussian Clouded Logit Adjustment,OUT_OF_SCOPE
https://openalex.org/W2995188922,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",DUPLICATE_TITLE
https://openalex.org/W3162595154,Cross-Subject Zero Calibration Driver’s Drowsiness Detection: Exploring Spatiotemporal Image Encoding of EEG Signals for Convolutional Neural Network Classification,DOMAIN_EXCLUSION
https://openalex.org/W2992996860,BBN: Bilateral-Branch Network with Cumulative Learning for Long-Tailed Visual Recognition,OUT_OF_SCOPE
https://openalex.org/W3010507055,Combating noisy labels by agreement: A joint training method with co-regularization,DUPLICATE_TITLE
https://openalex.org/W4385565493,ShapleyFL: Robust Federated Learning Based on Shapley Value,DOMAIN_EXCLUSION
https://openalex.org/W4393156735,Feature Fusion from Head to Tail for Long-Tailed Visual Recognition,OUT_OF_SCOPE
https://openalex.org/W4281828860,Review–A Survey of Learning from Noisy Labels,REVIEW_OR_SURVEY
https://openalex.org/W3154813414,Learning from Noisy Labels for Entity-Centric Information Extraction,DOMAIN_EXCLUSION
https://openalex.org/W4226389728,DNN-Based PolSAR Image Classification on Noisy Labels,DOMAIN_EXCLUSION
https://openalex.org/W2981275410,Active Learning for Graph Neural Networks via Node Feature Propagation,DOMAIN_EXCLUSION
https://openalex.org/W4393159450,Decoupled Contrastive Learning for Long-Tailed Recognition,OUT_OF_SCOPE
https://openalex.org/W4297370493,Coresets based asynchronous network slimming,DOMAIN_EXCLUSION
https://openalex.org/W4385567291,Partitioned Gradient Matching-based Data Subset Selection for Compute-Efficient Robust ASR Training,DOMAIN_EXCLUSION
https://openalex.org/W4380136544,Large-scale Dataset Pruning with Dynamic Uncertainty,DUPLICATE_TITLE
https://openalex.org/W2962933664,Large-Scale Long-Tailed Recognition in an Open World,OUT_OF_SCOPE
https://openalex.org/W2963096987,A closer look at memorization in deep networks,NON_PRIMARY_SOURCE
https://openalex.org/W2986984881,Subject-Independent Brain–Computer Interfaces Based on Deep Convolutional Neural Networks,OUT_OF_SCOPE
https://openalex.org/W2963390791,Learning to Learn without Forgetting by Maximizing Transfer and\n Minimizing Interference,OUT_OF_SCOPE
https://openalex.org/W2904542630,Precision-Recall versus Accuracy and the Role of Large Data Sets,OUT_OF_SCOPE
https://openalex.org/W2951863938,Understanding and Utilizing Deep Neural Networks Trained with Noisy\n Labels,DUPLICATE_TITLE
https://openalex.org/W3103846556,"A Survey of Label-noise Representation Learning: Past, Present and Future",REVIEW_OR_SURVEY
https://openalex.org/W4392122189,Probabilistic Contrastive Learning for Long-Tailed Visual Recognition,OUT_OF_SCOPE
https://openalex.org/W4287716221,Learning from Noisy Labels with Deep Neural Networks: A Survey,REVIEW_OR_SURVEY
https://openalex.org/W3201565470,Adaptive Logit Adjustment Loss for Long-Tailed Visual Recognition,OUT_OF_SCOPE
https://openalex.org/W2939117106,Large-Scale Long-Tailed Recognition in an Open World,OUT_OF_SCOPE
https://openalex.org/W2810891287,"Predicting reference soil groups using legacy data: A data pruning and Random Forest approach for tropical environment (Dano catchment, Burkina Faso)",DOMAIN_EXCLUSION
https://openalex.org/W3093401039,CRSSC: Salvage Reusable Samples from Noisy Data for Robust Learning,OUT_OF_SCOPE
https://openalex.org/W4393306008,Training data influence analysis and estimation: a survey,REVIEW_OR_SURVEY
https://openalex.org/W4285295719,Dynamic Mixup for Multi-Label Long-Tailed Food Ingredient Recognition,DOMAIN_EXCLUSION
https://openalex.org/W4390873567,Subclass-balancing Contrastive Learning for Long-tailed Recognition,OUT_OF_SCOPE
https://openalex.org/W3102572097,Rethinking the Value of Labels for Improving Class-Imbalanced Learning,DUPLICATE_TITLE
https://openalex.org/W3092063351,Long-tailed Recognition by Routing Diverse Distribution-Aware Experts,OUT_OF_SCOPE
https://openalex.org/W4400645079,Enhanced Long-Tailed Recognition With Contrastive CutMix Augmentation,OUT_OF_SCOPE
https://openalex.org/W4390874401,Label-Noise Learning with Intrinsically Long-Tailed Data,OUT_OF_SCOPE
https://openalex.org/W2996364607,How Does Disagreement Benefit Co-teaching?,OUT_OF_SCOPE
https://openalex.org/W3136518166,Trustworthy machine learning for health care,OUT_OF_SCOPE
https://openalex.org/W1971538083,Decentralized Neyman-Pearson Test with Belief Propagation for Peer-to-Peer Collaborative Spectrum Sensing,DOMAIN_EXCLUSION
https://openalex.org/W3170823761,"Same State, Different Task: Continual Reinforcement Learning without Interference",OUT_OF_SCOPE
https://openalex.org/W4226202053,Fair and efficient contribution valuation for vertical federated learning,DOMAIN_EXCLUSION
https://openalex.org/W3112589220,Online Class-Incremental Continual Learning with Adversarial Shapley Value,DUPLICATE_TITLE
https://openalex.org/W4399555049,Evolution-aware VAriance (EVA) Coreset Selection for Medical Image Classification,DOMAIN_EXCLUSION
https://openalex.org/W4226391635,Relational Experience Replay: Continual Learning by Adaptively Tuning Task-wise Relationship,DUPLICATE_TITLE
https://openalex.org/W2033686454,Modeling of species distributions with Maxent: new extensions and a comprehensive evaluation,DOMAIN_EXCLUSION
https://openalex.org/W2765407302,mixup: Beyond Empirical Risk Minimization,OUT_OF_SCOPE
https://openalex.org/W2475334473,Wide &amp; Deep Learning for Recommender Systems,OUT_OF_SCOPE
https://openalex.org/W2788388592,Continual lifelong learning with neural networks: A review,OUT_OF_SCOPE
https://openalex.org/W2905241809,"The Zwicky Transient Facility: Data Processing, Products, and Archive",OUT_OF_SCOPE
https://openalex.org/W4319988532,Progressive Neural Networks,OUT_OF_SCOPE
https://openalex.org/W2963399829,Mixup: Beyond empirical risk minimization,OUT_OF_SCOPE
https://openalex.org/W2948210185,When Does Label Smoothing Help?,OUT_OF_SCOPE
https://openalex.org/W1488996941,Towards Making Systems Forget with Machine Unlearning,OUT_OF_SCOPE
https://openalex.org/W3177230409,MetaSAug: Meta Semantic Augmentation for Long-Tailed Visual Recognition,OUT_OF_SCOPE
https://openalex.org/W2996988779,Asymmetric Co-Teaching for Unsupervised Cross-Domain Person Re-Identification,OUT_OF_SCOPE
https://openalex.org/W3130885914,Continual Learning for Blind Image Quality Assessment,DOMAIN_EXCLUSION
https://openalex.org/W3093220398,Forest R-CNN: Large-Vocabulary Long-Tailed Object Detection and Instance Segmentation,OUT_OF_SCOPE
https://openalex.org/W2904856451,A Two-Stream Mutual Attention Network for Semi-Supervised Biomedical Segmentation with Noisy Labels,DOMAIN_EXCLUSION
https://openalex.org/W2604451472,Data-Dependent Stability of Stochastic Gradient Descent,OUT_OF_SCOPE
https://openalex.org/W4410371768,Continual Learning of Large Language Models: A Comprehensive Survey,REVIEW_OR_SURVEY
https://openalex.org/W4385805582,Continual Deep Learning for Time Series Modeling,OUT_OF_SCOPE
https://openalex.org/W3107610991,Continual Learning Strategy in One-Stage Object Detection Framework Based on Experience Replay for Autonomous Driving Vehicle,DOMAIN_EXCLUSION
https://openalex.org/W3202099651,Towards Continual Knowledge Learning of Language Models,OUT_OF_SCOPE
https://openalex.org/W4292241799,Class-Difficulty Based Methods for Long-Tailed Visual Recognition,OUT_OF_SCOPE
https://openalex.org/W4405654342,Advances and challenges in learning from experience replay,REVIEW_OR_SURVEY
https://openalex.org/W4285182067,Example Forgetting: A Novel Approach to Explain and Interpret Deep Neural Networks in Seismic Interpretation,DOMAIN_EXCLUSION
https://openalex.org/W3175018633,Minimax and Neyman-Pearson meta-learning for outlier languages,DOMAIN_EXCLUSION
https://openalex.org/W4396857709,Goodness of fit by Neyman-Pearson testing,DOMAIN_EXCLUSION
https://openalex.org/W4286980971,Saliency Guided Experience Packing for Replay in Continual Learning,DUPLICATE_TITLE
https://openalex.org/W4386249616,Gradient-Based Maximally Interfered Retrieval for Domain Incremental 3D Object Detection,OUT_OF_SCOPE
https://openalex.org/W1965125844,Nearly unbiased variable selection under minimax concave penalty,OUT_OF_SCOPE
https://openalex.org/W2119202692,Sample selection bias and presence‐only distribution models: implications for background and pseudo‐absence data,DOMAIN_EXCLUSION
https://openalex.org/W2118023920,Deep learning applications and challenges in big data analytics,OUT_OF_SCOPE
https://openalex.org/W2968923792,Recent advances and applications of machine learning in solid-state materials science,OUT_OF_SCOPE
https://openalex.org/W2800788706,"SMOTE for Learning from Imbalanced Data: Progress and Challenges, Marking the 15-year Anniversary",OUT_OF_SCOPE
https://openalex.org/W4292289324,Human-in-the-loop machine learning: a state of the art,OUT_OF_SCOPE
https://openalex.org/W2406349003,A survey of machine learning for big data processing,REVIEW_OR_SURVEY
https://openalex.org/W2300445845,Interactive machine learning for health informatics: when do we need the human-in-the-loop?,OUT_OF_SCOPE
https://openalex.org/W3024961463,EEG-Based Emotion Recognition Using Regularized Graph Neural Networks,DOMAIN_EXCLUSION
https://openalex.org/W2767050701,Sim-to-Real Transfer of Robotic Control with Dynamics Randomization,OUT_OF_SCOPE
https://openalex.org/W3158818505,An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG,DOMAIN_EXCLUSION
https://openalex.org/W2963173418,Averaging Weights Leads to Wider Optima and Better Generalization,OUT_OF_SCOPE
https://openalex.org/W2885593519,MentorNet: Learning Data-Driven Curriculum for Very Deep Neural Networks on Corrupted Labels,OUT_OF_SCOPE
https://openalex.org/W2966002724,IP102: A Large-Scale Benchmark Dataset for Insect Pest Recognition,DOMAIN_EXCLUSION
https://openalex.org/W2003423696,"If We Share Data, Will Anyone Use Them? Data Sharing and Reuse in the Long Tail of Science and Technology",OUT_OF_SCOPE
https://openalex.org/W2996514457,"Continual Learning for Robotics: Definition, Framework, Learning\n Strategies, Opportunities and Challenges",DOMAIN_EXCLUSION
https://openalex.org/W3138725786,A survey: Deep learning for hyperspectral image classification with few labeled samples,REVIEW_OR_SURVEY
https://openalex.org/W4287083725,A Survey of Uncertainty in Deep Neural Networks,REVIEW_OR_SURVEY
https://openalex.org/W2792287754,Averaging Weights Leads to Wider Optima and Better Generalization,OUT_OF_SCOPE
https://openalex.org/W4286829109,Evaluating Machine Learning Models and Their Diagnostic Value,OUT_OF_SCOPE
https://openalex.org/W2810943746,The Curse of Class Imbalance and Conflicting Metrics with Machine Learning for Side-channel Evaluations,DOMAIN_EXCLUSION
https://openalex.org/W4392356648,Cost-sensitive learning for imbalanced medical data: a review,OUT_OF_SCOPE
https://openalex.org/W2913871063,"SuperNNova: an open-source framework for Bayesian, neural network-based supernova classification",DOMAIN_EXCLUSION
https://openalex.org/W3174505228,Exploiting Sample Uncertainty for Domain Adaptive Person Re-Identification,OUT_OF_SCOPE
https://openalex.org/W4392651503,"A comparative study of 11 non-linear regression models highlighting autoencoder, DBN, and SVR, enhanced by SHAP importance analysis in soybean branching prediction",OUT_OF_SCOPE
https://openalex.org/W2897802972,Unsupervised Detection of Anomalous Sound Based on Deep Learning and the Neyman–Pearson Lemma,DOMAIN_EXCLUSION
https://openalex.org/W3112170794,Continual Lifelong Learning in Natural Language Processing: A Survey,REVIEW_OR_SURVEY
https://openalex.org/W2783151797,CCR: A combined cleaning and resampling algorithm for imbalanced data classification,OUT_OF_SCOPE
https://openalex.org/W4214938700,Active label cleaning for improved dataset quality under resource constraints,OUT_OF_SCOPE
https://openalex.org/W3202253200,Dynamic memory to alleviate catastrophic forgetting in continual learning with medical imaging,DOMAIN_EXCLUSION
https://openalex.org/W3121928352,"Get Another Label? Improving Data Quality and Data Mining Using Multiple, Noisy Labelers",NON_PRIMARY_SOURCE
https://openalex.org/W3133501805,Data analysis with Shapley values for automatic subject selection in Alzheimer’s disease data sets using interpretable machine learning,DOMAIN_EXCLUSION
https://openalex.org/W2905290040,Safeguarded Dynamic Label Regression for Noisy Supervision,OUT_OF_SCOPE
https://openalex.org/W4319049883,"A Comprehensive Survey of Continual Learning: Theory, Method and Application",REVIEW_OR_SURVEY
https://openalex.org/W2101571195,Novelty detection: Unlabeled data definitely help,OUT_OF_SCOPE
https://openalex.org/W3173601880,Gradient Regularized Contrastive Learning for Continual Domain Adaptation,OUT_OF_SCOPE
https://openalex.org/W4390817037,Deep Progressive Reinforcement Learning-Based Flexible Resource Scheduling Framework for IRS and UAV-Assisted MEC System,DOMAIN_EXCLUSION
https://openalex.org/W2053404407,Situation Control of Unmanned Aerial Vehicles for Road Traffic Monitoring,DOMAIN_EXCLUSION
https://openalex.org/W4385767793,ProMix: Combating Label Noise via Maximizing Clean Sample Utility,OUT_OF_SCOPE
https://openalex.org/W2997312573,Coupled-View Deep Classifier Learning from Multiple Noisy Annotators,OUT_OF_SCOPE
https://openalex.org/W3158981763,Replay in Deep Learning: Current Approaches and Missing Biological Elements,OUT_OF_SCOPE
https://openalex.org/W2958568493,Fine-Grained Continual Learning,NON_PRIMARY_SOURCE
https://openalex.org/W3165631200,Continual World: A Robotic Benchmark For Continual Reinforcement Learning,OUT_OF_SCOPE
https://openalex.org/W4287322898,Gradient Descent on Neural Networks Typically Occurs at the Edge of\n Stability,DUPLICATE_TITLE
https://openalex.org/W3007454721,Training Binary Neural Networks using the Bayesian Learning Rule,OUT_OF_SCOPE
https://openalex.org/W4287177585,Continual World: A Robotic Benchmark For Continual Reinforcement\n Learning,OUT_OF_SCOPE
https://openalex.org/W4401043057,DiLM: Distilling Dataset into Language Model for Text-level Dataset Distillation,OUT_OF_SCOPE
https://openalex.org/W2951013084,An Empirical Study of Example Forgetting during Deep Neural Network\n Learning,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W3088647504,Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W2963735582,Co-teaching: Robust Training of Deep Neural Networks with Extremely Noisy Labels,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W2948367246,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",SUPERSEDED_BY_DEEP_READ
https://openalex.org/W3113682753,GLISTER: Generalization based Data Subset Selection for Efficient and Robust Learning,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W2107295961,A Neyman–Pearson Approach to Statistical Learning,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W2597603852,Understanding Black-box Predictions via Influence Functions,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W2626967530,On Calibration of Modern Neural Networks,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W4296544467,Learn the Time to Learn: Replay Scheduling in Continual Learning,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W4390872979,Combating Noisy Labels with Sample Selection by Mining High-Discrepancy Examples,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W2971176100,Online Continual Learning with Maximal Interfered Retrieval,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W3170178860,GRAD-MATCH: Gradient Matching based Data Subset Selection for Efficient Deep Model Training,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W4287077733,Deep Learning on a Data Diet: Finding Important Examples Early in\n Training,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W2970586779,Experience Replay for Continual Learning,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W3004146535,Identifying Mislabeled Data using the Area Under the Margin Ranking,SUPERSEDED_BY_DEEP_READ
https://openalex.org/W2970297748,Learning with Noisy Labels for Sentence-level Sentiment Classification,TARGET_CAPACITY
