reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,primary_url,full_text_url,doi,screened_credit
12,PRIMARY,P0427,RGEF071C3DA2137D03,QADYNAMICS: Training Dynamics-Driven Synthetic QA Diagnostic for Zero-Shot Commonsense Question Answering,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0427.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0427.pdf,PDF,http://dx.doi.org/10.18653/v1/2023.findings-emnlp.1023,https://aclanthology.org/2023.findings-emnlp.1023.pdf,10.18653/v1/2023.findings-emnlp.1023;10.48550/arxiv.2310.11303,NOT_ASSESSED_AT_BROAD_LEVEL
13,PRIMARY,P0022,RG24619E6A9B7207D1,Latent State Models of Training Dynamics,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0022.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0022.pdf,PDF,http://arxiv.org/abs/2308.09543,https://arxiv.org/pdf/2308.09543,10.48550/arxiv.2308.09543,NOT_ASSESSED_AT_BROAD_LEVEL
14,PRIMARY,P0174,RGF50ED803CA18569B,Distill on a Diet: Efficient Knowledge Distillation via Learnable Data Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0174.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0174.pdf,PDF,https://arxiv.org/abs/2606.25488,https://arxiv.org/pdf/2606.25488,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
17,PRIMARY,P0009,RGED1DACF969323F31,"Prioritized Training on Points that are Learnable, Worth Learning, and Not Yet Learnt",REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0009.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0009.pdf,PDF,http://arxiv.org/abs/2206.07137,https://arxiv.org/pdf/2206.07137,10.48550/arxiv.2206.07137,NOT_ASSESSED_AT_BROAD_LEVEL
22,PRIMARY,P0248,RG7F3F7EB83A85BA9C,Class-Incremental Experience Replay for Continual Learning under Concept Drift,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0248.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0248.pdf,PDF,https://doi.org/10.1109/cvprw53098.2021.00404,https://arxiv.org/pdf/2104.11861,10.1109/cvprw53098.2021.00404;10.48550/arxiv.2104.11861,NOT_ASSESSED_AT_BROAD_LEVEL
23,PRIMARY,P0165,RG1BD47F376292EB02,Calibrating Deep Neural Networks using Explicit Regularisation and Dynamic Data Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0165.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0165.pdf,PDF,https://doi.org/10.1109/wacv56688.2023.00159,https://arxiv.org/pdf/2212.10005,10.1109/wacv56688.2023.00159;10.48550/arxiv.2212.10005,NOT_ASSESSED_AT_BROAD_LEVEL
24,PRIMARY,P0494,RGDF86884201588E4B,Adaptive Ranking-based Sample Selection for Weakly Supervised Class-imbalanced Text Classification,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0494.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0494.pdf,PDF,https://doi.org/10.18653/v1/2022.findings-emnlp.119,https://aclanthology.org/2022.findings-emnlp.119.pdf,10.18653/v1/2022.findings-emnlp.119,NOT_ASSESSED_AT_BROAD_LEVEL
27,PRIMARY,P0471,RG2EEE50021E0C9BD8,Exploring Learning Complexity for Efficient Downstream Dataset Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0471.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0471.pdf,PDF,http://arxiv.org/abs/2402.05356,https://arxiv.org/pdf/2402.05356,10.48550/arxiv.2402.05356,NOT_ASSESSED_AT_BROAD_LEVEL
28,PRIMARY,P0361,RGA385AC39EC4DB252,ANNE: Adaptive Nearest Neighbors and Eigenvector-based Sample Selection for Robust Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0361.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0361.pdf,PDF,http://arxiv.org/abs/2411.01613,https://arxiv.org/pdf/2411.01613,10.48550/arxiv.2411.01613,NOT_ASSESSED_AT_BROAD_LEVEL
30,PRIMARY,P0280,RGE0493257044E0DAC,An Empirical Study of Automated Mislabel Detection in Real World Vision Datasets,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0280.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0280.pdf,PDF,http://arxiv.org/abs/2312.02200,https://arxiv.org/pdf/2312.02200,10.48550/arxiv.2312.02200,NOT_ASSESSED_AT_BROAD_LEVEL
31,PRIMARY,P0451,RG3EFA4F2CB8C3FD4C,Identifying Noise in Human-Created Datasets using Training Dynamics from Generative Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0451.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0451.pdf,PDF,https://doi.org/10.18653/v1/2025.findings-emnlp.840,https://aclanthology.org/2025.findings-emnlp.840.pdf,10.18653/v1/2025.findings-emnlp.840,NOT_ASSESSED_AT_BROAD_LEVEL
34,PRIMARY,P0168,RG884EC55CA7201C25,Data pruning and neural scaling laws: fundamental limitations of score-based algorithms,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0168.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0168.pdf,PDF,http://arxiv.org/abs/2302.06960,https://arxiv.org/pdf/2302.06960,10.48550/arxiv.2302.06960,NOT_ASSESSED_AT_BROAD_LEVEL
35,PRIMARY,P0152,RG4E7AAB3589A6092D,Play it Straight: An Intelligent Data Pruning Technique for Green-AI,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0152.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0152.pdf,PDF,https://doi.org/10.1007/978-3-031-78977-9_5,https://link.springer.com/content/pdf/10.1007/978-3-031-78977-9_5.pdf,10.1007/978-3-031-78977-9_5,NOT_ASSESSED_AT_BROAD_LEVEL
37,PRIMARY,P0195,RG0F41BBB6BA80A765,FedDiv: Collaborative Noise Filtering for Federated Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0195.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0195.pdf,PDF,https://doi.org/10.1609/aaai.v38i4.28095,https://ojs.aaai.org/index.php/AAAI/article/download/28095/28195,10.1609/aaai.v38i4.28095,NOT_ASSESSED_AT_BROAD_LEVEL
38,PRIMARY,P0046,RG144323F817062020,Automatic Combination of Sample Selection Strategies for Few-Shot Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0046.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0046.pdf,PDF,https://doi.org/10.18653/v1/2026.findings-acl.2008,https://aclanthology.org/2026.findings-acl.2008.pdf,10.18653/v1/2026.findings-acl.2008,NOT_ASSESSED_AT_BROAD_LEVEL
39,PRIMARY,P0260,RG6015B6F785C98A08,BERT on a Data Diet: Finding Important Examples by Gradient-Based Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0260.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0260.pdf,PDF,http://arxiv.org/abs/2211.05610,https://arxiv.org/pdf/2211.05610,10.48550/arxiv.2211.05610,NOT_ASSESSED_AT_BROAD_LEVEL
42,PRIMARY,P0313,RGA2C29BF07455BC6D,Extracting In-domain Training Corpora for Neural Machine Translation Using Data Selection Methods,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0313.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0313.pdf,PDF,https://doi.org/10.18653/v1/w18-6323,https://www.aclweb.org/anthology/W18-6323.pdf,10.18653/v1/w18-6323,NOT_ASSESSED_AT_BROAD_LEVEL
45,PRIMARY,P0044,RG3A20C57631EB3E57,Refined Coreset Selection: Towards Minimal Coreset Size under Model Performance Constraints,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0044.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0044.pdf,PDF,http://arxiv.org/abs/2311.08675,https://arxiv.org/pdf/2311.08675,10.48550/arxiv.2311.08675,NOT_ASSESSED_AT_BROAD_LEVEL
46,PRIMARY,P0228,RG6F00B1CBA5BDDEFC,Army of Thieves: Enhancing Black-Box Model Extraction via Ensemble based sample selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0228.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0228.pdf,PDF,https://doi.org/10.1109/wacv57701.2024.00378,NOT_REPORTED_BY_SOURCE,10.1109/wacv57701.2024.00378,NOT_ASSESSED_AT_BROAD_LEVEL
47,PRIMARY,P0100,RG7331055CADB138B9,Training Dynamics for Text Summarization Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0100.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0100.pdf,PDF,https://doi.org/10.18653/v1/2022.findings-acl.163,https://aclanthology.org/2022.findings-acl.163.pdf,10.18653/v1/2022.findings-acl.163;10.48550/arxiv.2110.08370,NOT_ASSESSED_AT_BROAD_LEVEL
48,PRIMARY,P0139,RGA9766A480B677D25,Learning What Matters: Prioritized Concept Learning via Relative Error-driven Sample Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0139.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0139.pdf,PDF,http://arxiv.org/abs/2506.01085,https://arxiv.org/pdf/2506.01085,10.48550/arxiv.2506.01085,NOT_ASSESSED_AT_BROAD_LEVEL
49,PRIMARY,P0359,RG7A9F64D6BE2FF808,Denoising Neural Machine Translation Training with Trusted Data and Online Data Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0359.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0359.pdf,PDF,https://doi.org/10.18653/v1/w18-6314,https://www.aclweb.org/anthology/W18-6314.pdf,10.18653/v1/w18-6314;10.48550/arxiv.1809.00068,NOT_ASSESSED_AT_BROAD_LEVEL
50,PRIMARY,P0375,RG8605B5F5774B2C10,Class-Independent Regularization for Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0375.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0375.pdf,PDF,https://doi.org/10.1609/aaai.v37i3.25434,NOT_REPORTED_BY_SOURCE,10.1609/aaai.v37i3.25434,NOT_ASSESSED_AT_BROAD_LEVEL
52,PRIMARY,P0264,RG57D6B0A1FD673276,Accelerating Reinforcement Learning for Reaching Using Continuous Curriculum Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0264.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0264.pdf,PDF,https://doi.org/10.1109/ijcnn48605.2020.9207427,https://arxiv.org/pdf/2002.02697,10.1109/ijcnn48605.2020.9207427,NOT_ASSESSED_AT_BROAD_LEVEL
54,PRIMARY,P0277,RG6A99D9A8BA5D4438,Learning with Noisy Labels Revisited: A Study Using Real-World Human Annotations,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0277.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0277.pdf,PDF,http://arxiv.org/abs/2110.12088,https://arxiv.org/pdf/2110.12088,10.48550/arxiv.2110.12088,NOT_ASSESSED_AT_BROAD_LEVEL
55,PRIMARY,P0149,RG66EE28DBBBD15BA1,Deep Bayesian Active Learning with Image Data,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0149.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0149.pdf,PDF,https://doi.org/10.17863/cam.11070,NOT_REPORTED_BY_SOURCE,10.17863/cam.11070,NOT_ASSESSED_AT_BROAD_LEVEL
56,PRIMARY,P0137,RGD6744A33C84AA47F,AudioDER: A Deduplication-Enhanced Reasoning Dataset for Post-Training Large Audio-Language Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0137.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0137.pdf,PDF,https://arxiv.org/abs/2606.14591,https://arxiv.org/pdf/2606.14591,10.48550/arxiv.2606.14591,NOT_ASSESSED_AT_BROAD_LEVEL
58,PRIMARY,P0335,RG3400A46DCFDF8015,Continual Safety Alignment via Gradient-Based Sample Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0335.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0335.pdf,PDF,https://doi.org/10.18653/v1/2026.findings-acl.942,https://aclanthology.org/2026.findings-acl.942.pdf,10.18653/v1/2026.findings-acl.942;10.48448/htd3-8w66;10.48550/arxiv.2604.17215,NOT_ASSESSED_AT_BROAD_LEVEL
59,PRIMARY,P0208,RG3D45FB82085FF2A7,FINE Samples for Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0208.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0208.pdf,PDF,http://arxiv.org/abs/2102.11628,https://arxiv.org/pdf/2102.11628,10.48550/arxiv.2102.11628,NOT_ASSESSED_AT_BROAD_LEVEL
61,PRIMARY,P0445,RG62D350DB6CD76259,Adversarial Coreset Selection for Efficient Robust Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0445.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0445.pdf,PDF,https://doi.org/10.1007/s11263-023-01860-4,https://link.springer.com/content/pdf/10.1007/s11263-023-01860-4.pdf,10.1007/s11263-023-01860-4;10.48550/arxiv.2209.05785,NOT_ASSESSED_AT_BROAD_LEVEL
62,PRIMARY,P0230,RGF8C2039E080FB945,GORACS: Group-level Optimal Transport-guided Coreset Selection for LLM-based Recommender Systems,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0230.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0230.pdf,PDF,http://arxiv.org/abs/2506.04015,https://arxiv.org/pdf/2506.04015,10.48550/arxiv.2506.04015,NOT_ASSESSED_AT_BROAD_LEVEL
63,PRIMARY,P0496,RGF640CA8578B258F1,Self-Paced Learning for Neural Machine Translation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0496.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0496.pdf,PDF,https://doi.org/10.18653/v1/2020.emnlp-main.80,https://www.aclweb.org/anthology/2020.emnlp-main.80.pdf,10.18653/v1/2020.emnlp-main.80,NOT_ASSESSED_AT_BROAD_LEVEL
64,PRIMARY,P0338,RG89CDA19BD25B4468,Feature Distribution Matching by Optimal Transport for Effective and Robust Coreset Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0338.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0338.pdf,PDF,https://doi.org/10.1609/aaai.v38i8.28771,NOT_REPORTED_BY_SOURCE,10.1609/aaai.v38i8.28771,NOT_ASSESSED_AT_BROAD_LEVEL
66,PRIMARY,P0081,RGFB5E83D2FC9638A7,GRACE: A Dynamic Coreset Selection Framework for Large Language Model Optimization,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0081.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0081.pdf,PDF,https://arxiv.org/abs/2604.11810,https://arxiv.org/pdf/2604.11810,10.48550/arxiv.2604.11810,NOT_ASSESSED_AT_BROAD_LEVEL
68,PRIMARY,P0444,RGBA48D6EADE6CCE06,Human Not in the Loop: Objective Sample Difficulty Measures for Curriculum Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0444.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0444.pdf,PDF,http://dx.doi.org/10.1109/isbi53787.2023.10230597,https://pmc.ncbi.nlm.nih.gov/articles/PMC10602195/pdf/nihms-1891600.pdf,10.1109/isbi53787.2023.10230597;10.48550/arxiv.2302.01243,NOT_ASSESSED_AT_BROAD_LEVEL
