triad_id,phase,condition_slot,condition_id,method,budget,guard_ratio,training_seed,discovery_or_confirmation,control,t_run_slot,control_run_slot,t_selection_seed,control_selection_seed,t_machine_id,control_machine_id,machine_pair,same_machine,t_resume_count,control_resume_count,any_resumed,t_input_snapshot_id,control_input_snapshot_id,same_input_snapshot,delta_TN,delta_FN,delta_gap_q68_q050,delta_tail_gap_q90_q05,delta_normal_q68,delta_normal_q90,delta_defect_q50,delta_defect_q05
TRIAD_011,A,A04,A04_GapCritical-Global_B3000,GapCritical-Global,3000,0.0,1385197443,discovery,R1,RUN_031,RUN_032,2116633375,1148495985,machine_01,machine_01,same_machine,True,0,1,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,174.0,-1.0,0.0007943067676811,0.0024635154785297,-0.0009219122890727,-0.0068735659552247,-0.0001276055213916,-0.004410050476695
TRIAD_011,A,A04,A04_GapCritical-Global_B3000,GapCritical-Global,3000,0.0,1385197443,discovery,R2,RUN_031,RUN_033,2116633375,306811237,machine_01,machine_01,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,3029.0,-12.0,-0.0011621217655761,-0.0130959364419818,0.0002263752732392,0.0136680808380641,-0.0009357464923369,0.0005721443960823
TRIAD_012,A,A04,A04_GapCritical-Global_B3000,GapCritical-Global,3000,0.0,1343723075,discovery,R1,RUN_034,RUN_035,1223378721,358501163,machine_02,machine_02,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-92.0,6.0,0.0001043681777962,-0.0142373879398938,0.000127471417186,-0.0070047156233659,0.0002318395949822,-0.0212421035632598
TRIAD_012,A,A04,A04_GapCritical-Global_B3000,GapCritical-Global,3000,0.0,1343723075,discovery,R2,RUN_034,RUN_036,1223378721,1659700040,machine_02,machine_02,same_machine,True,0,1,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,482.0,2.0,0.0003995142156063,0.0023507440382826,0.0004993907999312,-0.0012525992743868,0.0008989050155376,0.0010981447638958
TRIAD_013,A,A05,A05_Confidence-Clean_B600,Confidence-Clean,600,0.0,1829910790,discovery,R1,RUN_037,RUN_038,1661062879,714304426,machine_03,machine_03,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,36.0,-3.0,0.0007440240249535,0.0155786272004881,-0.0005723743281225,-0.010074642028382,0.000171649696831,0.005503985172106
TRIAD_013,A,A05,A05_Confidence-Clean_B600,Confidence-Clean,600,0.0,1829910790,discovery,R2,RUN_037,RUN_039,1661062879,917895674,machine_03,machine_03,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,2436.0,-11.0,0.0019710518424508,0.0038447704619601,4.200989195263585e-05,-0.0007916711907524,0.0020130617344035,0.0030530992712076
TRIAD_014,A,A05,A05_Confidence-Clean_B600,Confidence-Clean,600,0.0,1385197443,discovery,R1,RUN_040,RUN_041,518621082,1185119600,machine_04,machine_04,same_machine,True,0,1,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1630.0,-9.0,0.0019542006978877,0.0112292448728493,-0.001313456996741,-0.0023952961558322,0.0006407437011467,0.008833948717017
TRIAD_014,A,A05,A05_Confidence-Clean_B600,Confidence-Clean,600,0.0,1385197443,discovery,R2,RUN_040,RUN_042,518621082,1321237343,machine_04,machine_04,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1367.0,-4.0,0.0024441419303431,0.0061559736026259,-0.0021557484831158,0.0004781979023256,0.0002883934472273,0.0066341715049515
TRIAD_015,A,A05,A05_Confidence-Clean_B600,Confidence-Clean,600,0.0,1343723075,discovery,R1,RUN_043,RUN_044,939425895,1966178195,machine_05,machine_05,same_machine,True,0,1,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-919.0,3.0,0.0008485858100824,-0.0056147346692451,-0.000858511558268,0.0016641571441814,-9.925748185590775e-06,-0.0039505775250636
TRIAD_015,A,A05,A05_Confidence-Clean_B600,Confidence-Clean,600,0.0,1343723075,discovery,R2,RUN_043,RUN_045,939425895,494129566,machine_05,machine_05,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,328.0,-6.0,0.0006971893880602,0.0039722016206931,-0.0003155792217282,0.0052555480475179,0.000381610166332,0.0092277496682111
TRIAD_016,A,A06,A06_Confidence-Clean_B3000,Confidence-Clean,3000,0.0,1829910790,discovery,R1,RUN_046,RUN_047,1978989517,1134291800,machine_06,machine_06,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-322.0,-4.0,-0.000756095615375,-0.0056852453241815,0.0002718772813682,0.0070539576511,-0.0004842183340068,0.0013687123269185
TRIAD_016,A,A06,A06_Confidence-Clean_B3000,Confidence-Clean,3000,0.0,1829910790,discovery,R2,RUN_046,RUN_048,1978989517,877555200,machine_06,machine_06,same_machine,True,0,1,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1230.0,1.0,-0.000494486469832,0.0077948899144174,-0.0003495190889186,-0.0108715017225598,-0.0008440055587507,-0.0030766118081423
TRIAD_017,A,A06,A06_Confidence-Clean_B3000,Confidence-Clean,3000,0.0,1385197443,discovery,R1,RUN_049,RUN_050,854885447,928637557,machine_07,machine_07,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-473.0,3.0,-0.0012898481148685,-0.0090854806306364,0.0006776374719552,-0.0019409193318237,-0.0006122106429132,-0.0110263999624601
TRIAD_017,A,A06,A06_Confidence-Clean_B3000,Confidence-Clean,3000,0.0,1385197443,discovery,R2,RUN_049,RUN_051,854885447,813857248,machine_07,machine_07,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1032.0,13.0,0.000435530716259,0.004393621039552,-4.955509955065912e-05,-0.0058514761276733,0.0003859756167082,-0.0014578550881213
TRIAD_018,A,A06,A06_Confidence-Clean_B3000,Confidence-Clean,3000,0.0,1343723075,discovery,R1,RUN_052,RUN_053,1099683289,1114613193,machine_08,machine_08,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1830.0,-7.0,-0.001835369513165,-0.0019570119700889,0.0019569978587797,-0.0081467940950493,0.0001216283456145,-0.0101038060651382
TRIAD_018,A,A06,A06_Confidence-Clean_B3000,Confidence-Clean,3000,0.0,1343723075,discovery,R2,RUN_052,RUN_054,1099683289,1214796635,machine_08,machine_08,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,840.0,0.0,-0.0007075800363453,0.0023773837166489,0.0004165773404885,-0.0029643851720871,-0.0002910026958566,-0.0005870014554381
TRIAD_019,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,1829910790,discovery,R1,RUN_055,RUN_056,1225039970,1315427010,machine_09,machine_09,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1669.0,3.0,0.0019371286606865,0.0214211149714053,-0.0003240990365322,-0.0139670713584111,0.0016130296241543,0.0074540436129941
TRIAD_019,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,1829910790,discovery,R2,RUN_055,RUN_057,1225039970,1701643377,machine_09,machine_09,same_machine,True,0,1,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,1345.0,-11.0,0.0023615864376225,0.0045610431359753,-0.0015529345594848,-0.0031691822030901,0.0008086518781377,0.0013918609328851
TRIAD_020,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,1385197443,discovery,R1,RUN_058,RUN_059,765669078,219383886,machine_10,machine_10,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-910.0,0.0,0.0015940762793427,0.0186578645802082,-0.0016180728290433,0.0036374723191853,-2.3996549700533443e-05,0.0222953368993936
TRIAD_020,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,1385197443,discovery,R2,RUN_058,RUN_060,765669078,291105307,machine_10,machine_10,same_machine,True,0,1,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-232.0,8.0,0.0005688774912493,-0.0036646428355921,-0.0008534725108811,0.0087956328869387,-0.0002845950196317,0.0051309900513466
TRIAD_021,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,1343723075,discovery,R1,RUN_061,RUN_062,309254528,1597834894,machine_01,machine_01,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,834.0,2.0,4.380787145952248e-05,0.0134668613808682,0.0003927846361008,0.0004006393902868,0.0004365925075603,0.0138675007711551
TRIAD_021,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,1343723075,discovery,R2,RUN_061,RUN_063,309254528,1849050892,machine_01,machine_01,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2046.0,17.0,3.528616093484427e-05,1.4288008266694074e-05,-0.0004471519303656,0.0032031581887287,-0.0004118657694308,0.0032174461969954
TRIAD_022,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,1829910790,discovery,R1,RUN_064,RUN_065,1855776552,1140665071,machine_02,machine_02,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-3314.0,17.0,-0.0029377579227667,-0.0123413203870964,0.0031665309089856,-0.01155614748615,0.0002287729862189,-0.0238974678732464
TRIAD_022,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,1829910790,discovery,R2,RUN_064,RUN_066,1855776552,681057044,machine_02,machine_02,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2257.0,5.0,-0.0023690959612003,-0.0104500774342157,0.0010952643350129,0.0026802253597563,-0.0012738316261874,-0.0077698520744594
TRIAD_023,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,1385197443,discovery,R1,RUN_067,RUN_068,1003136148,2026980879,machine_03,machine_03,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-2493.0,16.0,-0.0026982877035188,0.0040820845327444,0.0026941924375486,-0.0098486993161722,-4.09526597022758e-06,-0.0057666147834278
TRIAD_023,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,1385197443,discovery,R2,RUN_067,RUN_069,1003136148,831269310,machine_03,machine_03,same_machine,True,1,0,True,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-3045.0,20.0,-0.0001771423890305,0.0126027587070882,0.0009030396275782,-0.0039456718579526,0.0007258972385477,0.0086570868491356
TRIAD_024,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,1343723075,discovery,R1,RUN_070,RUN_071,245025017,2100154704,machine_04,machine_04,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1942.0,11.0,-0.0024323942035329,-0.0148734730931635,0.002602248043312,-0.0007975710677329,0.000169853839779,-0.0156710441608964
TRIAD_024,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,1343723075,discovery,R2,RUN_070,RUN_072,245025017,1849420543,machine_04,machine_04,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-4635.0,29.0,-0.0001978730751444,0.0046869863940714,0.0009764040716462,-0.0070827921544552,0.0007785309965018,-0.0023958057603837
TRIAD_025,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,1829910790,discovery,R1,RUN_073,RUN_074,1345487629,1505086467,machine_05,machine_05,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-73.0,4.0,-0.0014087298028832,-0.008927019557617,0.0014492808670434,-0.0072922164051114,4.0551064160232464e-05,-0.0162192359627285
TRIAD_025,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,1829910790,discovery,R2,RUN_073,RUN_075,1345487629,1347729858,machine_05,machine_05,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,837.0,-4.0,-0.001387823888662,0.0023691482768075,0.0014677612645011,-0.0006148366117837,7.993737583900096e-05,0.0017543116650237
TRIAD_026,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,1385197443,discovery,R1,RUN_076,RUN_077,2139884968,919733015,machine_06,machine_06,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1467.0,6.0,0.0004733029073547,0.0104241573175533,-0.0008301581167438,-0.008380008866638,-0.0003568552093892,0.0020441484509152
TRIAD_026,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,1385197443,discovery,R2,RUN_076,RUN_078,2139884968,1212394420,machine_06,machine_06,same_machine,True,0,0,False,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,True,-1890.0,7.0,-0.0007137775828941,0.0083033383940881,-0.0006820175735552,-0.0013295758449515,-0.0013957951564493,0.0069737625491365
