reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,primary_url,full_text_url,doi,screened_credit
14,PRIMARY,P0308,RGC463CD9E7E3A1BDA,A Traffic Signal Recognition Algorithm Based on Self-paced Learning and Deep Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0308.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0308.pdf,PDF,https://doi.org/10.18280/isi.250211,https://www.iieta.org/download/file/fid/32503,10.18280/isi.250211,NOT_ASSESSED_AT_BROAD_LEVEL
15,PRIMARY,P0216,RGBE5116B0A8208DBC,Swift Cross-Dataset Pruning: Enhancing Fine-Tuning Efficiency in Natural Language Understanding,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0216.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0216.pdf,PDF,http://arxiv.org/abs/2501.02432,https://arxiv.org/pdf/2501.02432,10.48550/arxiv.2501.02432,NOT_ASSESSED_AT_BROAD_LEVEL
16,PRIMARY,P0060,RGD44AED9103B27D1D,Unsupervised Domain Adaptation Via Data Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0060.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0060.pdf,PDF,http://arxiv.org/abs/2409.12076,https://arxiv.org/pdf/2409.12076,10.48550/arxiv.2409.12076,NOT_ASSESSED_AT_BROAD_LEVEL
17,PRIMARY,P0329,RG257CE5209DBE82CF,Attention-based Experience Replay Framework for Continual Learning of Agnostic Time Series Forecasting Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0329.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0329.pdf,PDF,https://arxiv.org/abs/2607.20493,https://arxiv.org/pdf/2607.20493,10.48550/arxiv.2607.20493,NOT_ASSESSED_AT_BROAD_LEVEL
18,PRIMARY,P0344,RGD2A3FE973E21A100,A Novel Multiview Sampling-Based Meta Self-Paced Learning Approach for Class-Imbalanced Intelligent Fault Diagnosis,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0344.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0344.pdf,PDF,https://doi.org/10.1109/tim.2022.3214628,https://eprints.lancs.ac.uk/id/eprint/178328/1/A_Novel_Multiview_Sampling_based_Meta_Self_Paced_Learning_Approach_for_Class_imbalanced_Intelligent_Fault_Diagnosis.pdf,10.1109/tim.2022.3214628,NOT_ASSESSED_AT_BROAD_LEVEL
20,PRIMARY,P0107,RG610B67D24BB539BC,Reinforced Training Data Selection for Domain Adaptation,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0107.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0107.pdf,PDF,https://doi.org/10.18653/v1/p19-1189,https://www.aclweb.org/anthology/P19-1189.pdf,10.18653/v1/p19-1189,NOT_ASSESSED_AT_BROAD_LEVEL
21,PRIMARY,P0458,RGDFBBBD91D34DDA12,Coordinated Replay Sample Selection for Continual Federated Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0458.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0458.pdf,PDF,https://doi.org/10.18653/v1/2023.emnlp-industry.32,https://aclanthology.org/2023.emnlp-industry.32.pdf,10.18653/v1/2023.emnlp-industry.32;10.48550/arxiv.2310.15054,NOT_ASSESSED_AT_BROAD_LEVEL
22,PRIMARY,P0398,RG29D54F85D4B58951,Separating hard clean samples from noisy samples with samples’ learning risk for DNN when learning with noisy labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0398.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0398.pdf,PDF,https://doi.org/10.1007/s40747-024-01360-z,https://link.springer.com/content/pdf/10.1007/s40747-024-01360-z.pdf,10.1007/s40747-024-01360-z,NOT_ASSESSED_AT_BROAD_LEVEL
24,PRIMARY,P0477,RGF4ADCF2344ACE039,Robust Learning for Text Classification with Multi-source Noise Simulation and Hard Example Mining,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0477.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0477.pdf,PDF,http://arxiv.org/abs/2107.07113,https://arxiv.org/pdf/2107.07113,10.48550/arxiv.2107.07113,NOT_ASSESSED_AT_BROAD_LEVEL
25,PRIMARY,P0335,RG3753B55186A38962,Training with Growing Sets: A Simple Alternative to Curriculum Learning and Self Paced Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0335.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0335.pdf,PDF,https://openreview.net/pdf?id=SJ1fQYlCZ,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
26,PRIMARY,P0104,AX501F9ECF2E222F25,Active Bias: Training More Accurate Neural Networks by Emphasizing High Variance Samples,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0104.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0104.pdf,PDF,https://proceedings.neurips.cc/paper/2017/hash/2f37d10131f2a483a8dd005b3d14b0d9-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2017/file/2f37d10131f2a483a8dd005b3d14b0d9-Paper.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
29,PRIMARY,P0136,RG0E3956F4E3D3BC81,Zero-Shot Coreset Selection via Iterative Subspace Sampling,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0136.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0136.pdf,PDF,http://arxiv.org/abs/2411.15349,https://arxiv.org/pdf/2411.15349,10.48550/arxiv.2411.15349,NOT_ASSESSED_AT_BROAD_LEVEL
32,PRIMARY,P0497,AX79D4A4F6C4BBCA52,Coresets for Accelerating Incremental Gradient Methods,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0497.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0497.pdf,PDF,https://openreview.net/forum?id=SygRikHtvS,https://openreview.net/pdf?id=SygRikHtvS,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
33,PRIMARY,P0082,RG6D524C9306BAED95,Learning from Long-Tailed Noisy Data with Sample Selection and Balanced Loss,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0082.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0082.pdf,PDF,http://arxiv.org/abs/2211.10906,https://arxiv.org/pdf/2211.10906,10.48550/arxiv.2211.10906,NOT_ASSESSED_AT_BROAD_LEVEL
36,PRIMARY,P0079,RGF2049C51FE4BAC68,Sample Selection with Uncertainty of Losses for Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0079.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0079.pdf,PDF,http://arxiv.org/abs/2106.00445,https://arxiv.org/pdf/2106.00445,10.48550/arxiv.2106.00445,NOT_ASSESSED_AT_BROAD_LEVEL
37,PRIMARY,P0195,RG8B75A3615EBE7E16,Generative Entity Typing with Curriculum Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0195.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0195.pdf,PDF,https://doi.org/10.18653/v1/2022.emnlp-main.199,https://aclanthology.org/2022.emnlp-main.199.pdf,10.18653/v1/2022.emnlp-main.199,NOT_ASSESSED_AT_BROAD_LEVEL
38,PRIMARY,P0374,RG47DA0D3E18674512,PICore: Physics-Informed Unsupervised Coreset Selection for Data Efficient Neural Operator Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0374.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0374.pdf,PDF,http://arxiv.org/abs/2507.17151,https://arxiv.org/pdf/2507.17151,10.48550/arxiv.2507.17151,NOT_ASSESSED_AT_BROAD_LEVEL
39,PRIMARY,P0111,RG3C73E2C9D0A9F7D6,SEED: Targeted Data Selection by Weighted Independent Set,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0111.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0111.pdf,PDF,https://arxiv.org/abs/2605.15691,https://arxiv.org/pdf/2605.15691,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
40,PRIMARY,P0178,RG817B8FB3AA280CF0,Anti-Backdoor Coreset Selection via Cumulative Entropy,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0178.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0178.pdf,PDF,https://arxiv.org/abs/2607.25502,https://arxiv.org/pdf/2607.25502,10.48550/arxiv.2607.25502,NOT_ASSESSED_AT_BROAD_LEVEL
42,PRIMARY,P0051,RG407CD6578E5B48CD,Investigating Multi-source Active Learning for Natural Language Inference,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0051.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0051.pdf,PDF,https://aclanthology.org/2023.eacl-main.160/,https://aclanthology.org/2023.eacl-main.160.pdf,10.18653/v1/2023.eacl-main.160,NOT_ASSESSED_AT_BROAD_LEVEL
43,PRIMARY,P0073,RG87A5FEFBCDD611DB,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0073.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0073.pdf,PDF,https://openreview.net/forum?id=ryghZJBKPS,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
44,PRIMARY,P0049,RG1DD2D2AB5E784128,Evolution-aware VAriance (EVA) Coreset Selection for Medical Image Classification,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0049.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0049.pdf,PDF,https://doi.org/10.1145/3664647.3681592,https://arxiv.org/pdf/2406.05677,10.1145/3664647.3681592,NOT_ASSESSED_AT_BROAD_LEVEL
45,PRIMARY,P0005,RG71345855BAAFF5D6,Active Self-Paced Learning for Cost-Effective and Progressive Face Identification,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0005.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0005.pdf,PDF,https://doi.org/10.1109/tpami.2017.2652459,https://arxiv.org/pdf/1701.03555,10.1109/tpami.2017.2652459,NOT_ASSESSED_AT_BROAD_LEVEL
46,PRIMARY,P0327,RGA82414DB45D68A66,Data-efficient flood depth prediction through domain-aware coreset selection and tabular foundation models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0327.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0327.pdf,PDF,https://arxiv.org/abs/2606.05265,https://arxiv.org/pdf/2606.05265,10.48550/arxiv.2606.05265,NOT_ASSESSED_AT_BROAD_LEVEL
47,PRIMARY,P0206,RG870C4700F1ABF444,HYperbolic Self-Paced Learning for Self-Supervised Skeleton-based Action Representations,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0206.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0206.pdf,PDF,http://arxiv.org/abs/2303.06242,https://arxiv.org/pdf/2303.06242,10.48550/arxiv.2303.06242,NOT_ASSESSED_AT_BROAD_LEVEL
48,PRIMARY,P0123,RGEF55B4AA75DDA72D,Automatic Lecture Transcription Based on Discriminative Data Selection for Lightly Supervised Acoustic Model Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0123.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0123.pdf,PDF,https://doi.org/10.1587/transinf.2015edp7047,https://www.jstage.jst.go.jp/article/transinf/E98.D/8/E98.D_2015EDP7047/_pdf,10.1587/transinf.2015edp7047,NOT_ASSESSED_AT_BROAD_LEVEL
49,PRIMARY,P0184,RG6701A4112FBFD660,On The Power of Curriculum Learning in Training Deep Networks,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0184.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0184.pdf,PDF,http://arxiv.org/abs/1904.03626,https://arxiv.org/pdf/1904.03626,10.48550/arxiv.1904.03626,NOT_ASSESSED_AT_BROAD_LEVEL
52,PRIMARY,P0460,RG8847A586A685ED41,RANSAC-based training data selection for speaker state recognition,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0460.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0460.pdf,PDF,https://doi.org/10.21437/interspeech.2011-811,http://hdl.handle.net/10679/2029,10.21437/interspeech.2011-811,NOT_ASSESSED_AT_BROAD_LEVEL
53,PRIMARY,P0265,RG0A720D1044C91A86,Coreset Selection for Object Detection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0265.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0265.pdf,PDF,http://arxiv.org/abs/2404.09161,https://arxiv.org/pdf/2404.09161,10.48550/arxiv.2404.09161,NOT_ASSESSED_AT_BROAD_LEVEL
54,PRIMARY,P0173,RGBB8E4E864A80CC35,GRAD-MATCH: Gradient Matching based Data Subset Selection for Efficient Deep Model Training,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0173.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0173.pdf,PDF,http://arxiv.org/abs/2103.00123,https://arxiv.org/pdf/2103.00123,10.48550/arxiv.2103.00123,NOT_ASSESSED_AT_BROAD_LEVEL
57,PRIMARY,P0474,RG0E4A6EDAE8FA4E36,Learning to Detect Noisy Labels Using Model-Based Features,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0474.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0474.pdf,PDF,http://dx.doi.org/10.18653/v1/2022.findings-emnlp.426,https://aclanthology.org/2022.findings-emnlp.426.pdf,10.18653/v1/2022.findings-emnlp.426,NOT_ASSESSED_AT_BROAD_LEVEL
58,PRIMARY,P0022,RG8605B5F5774B2C10,Class-Independent Regularization for Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0022.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0022.pdf,PDF,https://doi.org/10.1609/aaai.v37i3.25434,NOT_REPORTED_BY_SOURCE,10.1609/aaai.v37i3.25434,NOT_ASSESSED_AT_BROAD_LEVEL
59,PRIMARY,P0053,RG255C26ED82A4C79E,Calibrated Semi-Supervised Models for Disaster Response based on Training Dynamics,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0053.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0053.pdf,PDF,https://doi.org/10.59297/5xkjq067,https://ojs.iscram.org/index.php/Proceedings/article/download/171/141,10.59297/5xkjq067,NOT_ASSESSED_AT_BROAD_LEVEL
61,PRIMARY,P0402,RG23777DF75AF056AE,D2 Pruning: Message Passing for Balancing Diversity and Difficulty in Data Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0402.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0402.pdf,PDF,https://openreview.net/forum?id=thbtoAkCe9,https://openreview.net/pdf?id=thbtoAkCe9,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
62,PRIMARY,P0444,RGC4A44E0A1148CFB4,Transfer Learning With Intelligent Training Data Selection for Prediction of Alzheimer’s Disease,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0444.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0444.pdf,PDF,https://doi.org/10.1109/access.2019.2920448,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08727911.pdf,10.1109/access.2019.2920448;10.32920/22734281;10.48550/arxiv.1906.01160,NOT_ASSESSED_AT_BROAD_LEVEL
