reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,primary_url,full_text_url,doi,screened_credit
35,PRIMARY,P0100,RG9B9525C4A2AA1090,Privacy-Aware Knowledge Distillation Based on Dynamic Sample Selection,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0100.html,HTML,http://dx.doi.org/10.1109/dspp58763.2023.10405225,NOT_REPORTED_BY_SOURCE,10.1109/dspp58763.2023.10405225,NOT_ASSESSED_AT_BROAD_LEVEL
55,PRIMARY,P0446,RG33A7022B49B56BB8,An Attribute Recognition Method Based on ResNeSt and Person Online Hard Example Mining,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0446.html,HTML,https://doi.org/10.1109/cvaa66438.2025.11193368,NOT_REPORTED_BY_SOURCE,10.1109/cvaa66438.2025.11193368,NOT_ASSESSED_AT_BROAD_LEVEL
64,PRIMARY,P0091,RG2B3641065FEFADDD,Video-based Person Re-identification via Self-Paced Learning and Deep Reinforcement Learning Framework,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0091.html,HTML,https://doi.org/10.1145/3240508.3240622,NOT_REPORTED_BY_SOURCE,10.1145/3240508.3240622,NOT_ASSESSED_AT_BROAD_LEVEL
75,PRIMARY,P0150,RG2B999F5102DF8588,Data-driven method for training data selection for deep learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0150.html,HTML,https://doi.org/10.3997/2214-4609.202112817,NOT_REPORTED_BY_SOURCE,10.3997/2214-4609.202112817,NOT_ASSESSED_AT_BROAD_LEVEL
77,PRIMARY,P0086,RG2FE1022F8EA86700,A Comprehensive Empirical Evaluation on Online Continual Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0086.html,HTML,https://doi.org/10.1109/iccvw60793.2023.00378,NOT_REPORTED_BY_SOURCE,10.1109/iccvw60793.2023.00378,NOT_ASSESSED_AT_BROAD_LEVEL
84,PRIMARY,P0465,RGE1C48F6064F76B9A,Initial training data selection for active learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0465.html,HTML,https://doi.org/10.1145/1968613.1968619,NOT_REPORTED_BY_SOURCE,10.1145/1968613.1968619,NOT_ASSESSED_AT_BROAD_LEVEL
86,PRIMARY,P0478,RG726D7C1FF0238F0A,Navigating Coreset Selection and Model Compression for Efficient Maritime Image Classification,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0478.html,HTML,https://doi.org/10.1109/wacvw65960.2025.00175,NOT_REPORTED_BY_SOURCE,10.1109/wacvw65960.2025.00175,NOT_ASSESSED_AT_BROAD_LEVEL
89,PRIMARY,P0279,RGDC8CD65503E66D87,Learning to Classify Skin Lesions via Self-Training and Self-Paced Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0279.html,HTML,https://doi.org/10.1109/bibm49941.2020.9313150,NOT_REPORTED_BY_SOURCE,10.1109/bibm49941.2020.9313150,NOT_ASSESSED_AT_BROAD_LEVEL
91,PRIMARY,P0146,RG094904F05EA0056B,Imbalanced Sample Selection With Deep Reinforcement Learning for Fault Diagnosis,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0146.html,HTML,https://doi.org/10.1109/tii.2021.3100284,NOT_REPORTED_BY_SOURCE,10.1109/tii.2021.3100284,NOT_ASSESSED_AT_BROAD_LEVEL
92,PRIMARY,P0351,RG574AFCCAFAAC5BE7,Provable Data Subset Selection For Efficient Neural Network Training,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0351.html,HTML,https://doi.org/10.48550/arxiv.2303.05151,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2303.05151,NOT_ASSESSED_AT_BROAD_LEVEL
94,PRIMARY,P0039,RG3A00725F7CADC3A2,Early-Learning Regularization Prevents Memorization of Noisy Labels,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0039.html,HTML,https://doi.org/10.48550/arxiv.2007.00151,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2007.00151,NOT_ASSESSED_AT_BROAD_LEVEL
95,PRIMARY,P0453,RG459DB09351F2B253,A Spatial-Spectral Disagreement-Based Sample Selection With an Application to Hyperspectral Data Classification,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0453.html,HTML,https://doi.org/10.1109/lgrs.2018.2868862,NOT_REPORTED_BY_SOURCE,10.1109/lgrs.2018.2868862,NOT_ASSESSED_AT_BROAD_LEVEL
105,PRIMARY,P0077,RG5D59B73A0DF7E734,Training data selection based on context-dependent state matching,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0077.html,HTML,https://doi.org/10.1109/icassp.2014.6854214,NOT_REPORTED_BY_SOURCE,10.1109/icassp.2014.6854214,NOT_ASSESSED_AT_BROAD_LEVEL
108,PRIMARY,P0070,RG8F4CA52D1643E164,UNSEEN: Enhancing Dataset Pruning from a Generalization Perspective,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0070.html,HTML,https://doi.org/10.1609/aaai.v40i32.39938,https://doi.org/10.1609/aaai.v40i32.39938,10.1609/aaai.v40i32.39938;10.48448/4npn-ge26;10.48550/arxiv.2511.12988,NOT_ASSESSED_AT_BROAD_LEVEL
112,PRIMARY,P0493,RG10C9223511FCF3E2,Stratified Sampling Based Experience Replay for Efficient Camera Selection Decisions,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0493.html,HTML,https://doi.org/10.1109/bigmm50055.2020.00029,NOT_REPORTED_BY_SOURCE,10.1109/bigmm50055.2020.00029,NOT_ASSESSED_AT_BROAD_LEVEL
115,PRIMARY,P0147,RGE356A967323D3A6B,Training data selection method for prediction of anticancer drug effects using a genetic algorithm with local search,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0147.html,HTML,https://doi.org/10.1109/iembs.2011.6089868,NOT_REPORTED_BY_SOURCE,10.1109/iembs.2011.6089868,NOT_ASSESSED_AT_BROAD_LEVEL
116,PRIMARY,P0332,RG71683BA492244734,Robust Semi-Supervised Classification for Noisy Labels Based on Self-Paced Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0332.html,HTML,https://doi.org/10.1109/lsp.2016.2619352,NOT_REPORTED_BY_SOURCE,10.1109/lsp.2016.2619352,NOT_ASSESSED_AT_BROAD_LEVEL
120,PRIMARY,P0432,RG9EAD59A39BFB6ED2,Asymmetric Co-teaching with Multi-view Consensus for Noisy Label Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0432.html,HTML,https://doi.org/10.48550/arxiv.2301.01143,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2301.01143,NOT_ASSESSED_AT_BROAD_LEVEL
124,PRIMARY,P0045,RGC0B67CDA0E35322D,Task-Free Continual Learning via Online Discrepancy Distance Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0045.html,HTML,https://doi.org/10.48550/arxiv.2210.06579,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2210.06579,NOT_ASSESSED_AT_BROAD_LEVEL
128,PRIMARY,P0219,RG56615FA7D8FA8F4B,Adversarial training with informed data selection,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0219.html,HTML,https://doi.org/10.23919/eusipco55093.2022.9909845,https://infoscience.epfl.ch/handle/20.500.14299/195161,10.23919/eusipco55093.2022.9909845,NOT_ASSESSED_AT_BROAD_LEVEL
129,PRIMARY,P0385,RGF147AD9F6C4CEE25,Adaptive Dataset Pruning Based on Spatiotemporal Characteristics,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0385.html,HTML,https://doi.org/10.1109/dlcv65218.2025.11088493,NOT_REPORTED_BY_SOURCE,10.1109/dlcv65218.2025.11088493,NOT_ASSESSED_AT_BROAD_LEVEL
133,PRIMARY,P0368,RGB1222548ED2D583A,Batch-level Experience Replay with Review for Continual Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0368.html,HTML,https://doi.org/10.48550/arxiv.2007.05683,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2007.05683,NOT_ASSESSED_AT_BROAD_LEVEL
134,PRIMARY,P0393,RG33CEC9E185CAB661,Data Banzhaf: A Robust Data Valuation Framework for Machine Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0393.html,HTML,https://doi.org/10.48550/arxiv.2205.15466,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2205.15466,NOT_ASSESSED_AT_BROAD_LEVEL
135,PRIMARY,P0303,RG53B5FDE56BE3AE5E,Hard Example Mining-based Training Strategy for Pointly-Supervised Instance Segmentation,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0303.html,HTML,https://doi.org/10.1109/icicml60161.2023.10424879,NOT_REPORTED_BY_SOURCE,10.1109/icicml60161.2023.10424879,NOT_ASSESSED_AT_BROAD_LEVEL
141,PRIMARY,P0134,RG022F339E6194B680,Evidential Deep Learning for High-Confidence Sample Selection in Noisy Label Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0134.html,HTML,https://hdl.handle.net/2117/446143,https://hdl.handle.net/2117/446143,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
142,PRIMARY,P0427,RGCA1B371CC48A525A,RanPAC: Random Projections and Pre-trained Models for Continual Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0427.html,HTML,https://doi.org/10.48550/arxiv.2307.02251,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2307.02251,NOT_ASSESSED_AT_BROAD_LEVEL
144,PRIMARY,P0126,RG439267E702B435CD,SELC: Self-Ensemble Label Correction Improves Learning with Noisy Labels,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0126.html,HTML,https://doi.org/10.24963/ijcai.2022/455,NOT_REPORTED_BY_SOURCE,10.24963/ijcai.2022/455,NOT_ASSESSED_AT_BROAD_LEVEL
149,PRIMARY,P0414,RGC334319FA01E7406,Learning with Label Noise for Image Retrieval by Selecting Interactions,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0414.html,HTML,https://doi.org/10.1109/wacv51458.2022.00054,NOT_REPORTED_BY_SOURCE,10.1109/wacv51458.2022.00054,NOT_ASSESSED_AT_BROAD_LEVEL
150,PRIMARY,P0043,RG08622BBB78D02352,Online Continual Learning with Maximally Interfered Retrieval,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0043.html,HTML,https://doi.org/10.48550/arxiv.1908.04742,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.1908.04742,NOT_ASSESSED_AT_BROAD_LEVEL
154,PRIMARY,P0286,RG022138AD8BE54A20,Transient Stability Assessment Model With Sample Selection Method Based on Spatial Distribution,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0286.html,HTML,https://doi.org/10.1155/2024/5231569,https://doi.org/10.1155/2024/5231569,10.1155/2024/5231569,NOT_ASSESSED_AT_BROAD_LEVEL
155,PRIMARY,P0473,RG996747A81DBCC7DC,Bilingual Methods for Adaptive Training Data Selection for Machine Translation,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0473.html,HTML,https://aclanthology.org/2016.amta-researchers.8/,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
157,PRIMARY,P0376,RG5F74A51B74DB41DC,Improved classification model for peptide identification based on self-paced learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0376.html,HTML,https://doi.org/10.1109/bibm.2017.8217659,NOT_REPORTED_BY_SOURCE,10.1109/bibm.2017.8217659,NOT_ASSESSED_AT_BROAD_LEVEL
158,PRIMARY,P0461,RG24189E116CB7F391,Domain Adaptation Using Class-Balanced Self-Paced Learning for Soil Classification With LIBS,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0461.html,HTML,https://doi.org/10.1109/tps.2023.3305559,NOT_REPORTED_BY_SOURCE,10.1109/tps.2023.3305559,NOT_ASSESSED_AT_BROAD_LEVEL
163,PRIMARY,P0235,RGB81B887DDB79BE81,Adaptive Hard Example Mining for Image Captioning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0235.html,HTML,https://doi.org/10.1109/icip.2019.8803418,NOT_REPORTED_BY_SOURCE,10.1109/icip.2019.8803418,NOT_ASSESSED_AT_BROAD_LEVEL
166,PRIMARY,P0380,RGA4A846C27DA19781,Federated Hard Example Mining for Defect Detection Under Statistical Heterogeneity,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0380.html,HTML,https://doi.org/10.1109/smc58881.2025.11342467,NOT_REPORTED_BY_SOURCE,10.1109/smc58881.2025.11342467,NOT_ASSESSED_AT_BROAD_LEVEL
