paper_id,title,source_path,source_bytes,source_sha256,source_format,text_path,text_bytes,text_sha256,visible_characters,extraction_tool,receipt_path,reading_credit_granted
P0419,"How Faithful Is Trajectory-Based Data Attribution? Error Sources, Remedies, and Practical Guidelines",staging/broad_freeze_canonical_repaired_v4/sources/P0419.pdf,959429,14496876C510EA7A2C526655F7D0915FF01358A6D683B6B9FE9AC12BFCEF325F,PDF,staging/screened_text_canonical_repaired_v4/text/P0419.txt,116036,2911E5345666C59C3E2D787BD448552D280564170E6ACBC5C3FBE9A817FF41DD,65015,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0419.txt.receipt.json,False
P0003,Efficient and Robust Quantization-aware Training via Adaptive Coreset Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0003.pdf,1490843,DA8DD93A84E162423C516445559607FFDE6FC61F12A0CF921165BC9DD913781B,PDF,staging/screened_text_canonical_repaired_v4/text/P0003.txt,124810,B0FCBE98834F534BB1F40FF5B1500CFDE8EAF6941547301C3D2984CE532D9793,70790,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0003.txt.receipt.json,False
P0057,Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics,staging/broad_freeze_canonical_repaired_v4/sources/P0057.pdf,12910878,E3D807F0E007FF03A22F6B80176F4BBC9F734E7804061C61792C6FF1B97C550F,PDF,staging/screened_text_canonical_repaired_v4/text/P0057.txt,133050,1EFFF214ADE8635FF648EB2E4E1FA94E08ECD62694AEB0A129127788125AFE8F,56796,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0057.txt.receipt.json,False
P0185,Adaptive Integration of Partial Label Learning and Negative Learning for Enhanced Noisy Label Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0185.pdf,447584,E0723DE9A0340A0EBFAA4E22E327FE2AF31B175DD4D5EF8C997B4A4CF16E7010,PDF,staging/screened_text_canonical_repaired_v4/text/P0185.txt,75048,01A541B796B3B2705F67CB82F9115E4EFB19D2239A5FB8CFF56C157C4FD3BA71,39589,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0185.txt.receipt.json,False
P0372,TEAL: New Selection Strategy for Small Buffers in Experience Replay Class Incremental Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0372.pdf,1988739,6E0BA551389417BE08340D79A6C50BD828E6C7B3A05B948837C4CB5890D702AC,PDF,staging/screened_text_canonical_repaired_v4/text/P0372.txt,59825,529D19E66B5DAF6F1BAD7D1D8F6BC6BFB5E9AC6079F28663470827E052B4540D,37402,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0372.txt.receipt.json,False
P0008,How much does Initialization Affect Generalization?,staging/broad_freeze_canonical_repaired_v4/sources/P0008.pdf,3604674,F934608344387DAD5E095FEFBAD7FCDD0311D5E56D60DCAFF8E3E82BEE392EA3,PDF,staging/screened_text_canonical_repaired_v4/text/P0008.txt,92776,85E71527BFB0D8E724AF3243F8006FCA79F7E37761389CD0F526F2241CF607AF,58964,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0008.txt.receipt.json,False
P0230,Combating noisy labels by agreement: A joint training method with co-regularization,staging/broad_freeze_canonical_repaired_v4/sources/P0230.pdf,1534645,42C292218BE97252C7F4748B9E6B9D537FBC370DF21E1070E5C0065C5FCBEF3A,PDF,staging/screened_text_canonical_repaired_v4/text/P0230.txt,105540,84AF7364C9F9D0878267283DF6C8F8F5623E02E5677891E49F755B21B997CEB6,40498,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0230.txt.receipt.json,False
P0274,Accelerating Reinforcement Learning for Reaching Using Continuous Curriculum Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0274.pdf,5224520,9001410C90B6B45261700991D498C596A27B59C76B49235D8B6190E7749479C8,PDF,staging/screened_text_canonical_repaired_v4/text/P0274.txt,56884,6C8E295EFE488E09AEBE8F12FA7932782F0610424B1D26D5BD5715E311E1C28F,35342,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0274.txt.receipt.json,False
P0120,Few-Medoids: An Embarrassingly Simple Coreset Selection Method for Few-Shot Knowledge Distillation,staging/broad_freeze_canonical_repaired_v4/sources/P0120.pdf,308625,6E7A077E22EF22675B4CDFD5E4E34599C2F670232BFE1CC747B8024E70986966,PDF,staging/screened_text_canonical_repaired_v4/text/P0120.txt,60457,DD8401D8C815FAE831299FF7E46B613F1580BDC569D722E75F3C838C0710A198,36570,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0120.txt.receipt.json,False
P0329,Attention-based Experience Replay Framework for Continual Learning of Agnostic Time Series Forecasting Models,staging/broad_freeze_canonical_repaired_v4/sources/P0329.pdf,568490,BC573319772252C95765F1C647ADF36F5030B61409DAE6884B9414C074D92A95,PDF,staging/screened_text_canonical_repaired_v4/text/P0329.txt,44098,DF3CE05EE78F95E5F43CF4092638E05690262DA3B39EEC7B3A594CA8674A9475,32064,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0329.txt.receipt.json,False
P0452,Bridging Saliency Detection to Weakly Supervised Object Detection Based on Self-paced Curriculum Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0452.pdf,2537266,40A1576454268337A325FAA5C4294C0C7E781F838E2A7BD3773471C4F7ED6997,PDF,staging/screened_text_canonical_repaired_v4/text/P0452.txt,52458,71207E1FA59DBA0E05EFF27CBE88C5B7361454B6C63AF4C73F0842DD3E6E1CC5,28392,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0452.txt.receipt.json,False
P0036,Phases of learning dynamics in artificial neural networks in the absence or presence of mislabeled data,staging/broad_freeze_canonical_repaired_v4/sources/P0036.pdf,1216875,2EA167464E0316C6CE7100210E680F68B829832266396486DFEA5941215A0A3F,PDF,staging/screened_text_canonical_repaired_v4/text/P0036.txt,54693,58B8213AA37F7FA2E5D23CB216FD2C5932A8F23D186F38799992DFF4889EE03E,34914,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0036.txt.receipt.json,False
P0193,BRIEF: Bi-Level Coreset Selection for Efficient Instruction Tuning in LLMs,staging/broad_freeze_canonical_repaired_v4/sources/P0193.pdf,1211396,92440AE2967B02D1E3C65258503C00913CDCB00AD06A4EF708FFC97AE2B4A746,PDF,staging/screened_text_canonical_repaired_v4/text/P0193.txt,146968,DA7B13AA4DB5009420E41F869C91DB033BDC686BADB334E10F4E448D83E03A32,70509,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0193.txt.receipt.json,False
P0383,A Bayesian Approach To Analysing Training Data Attribution In Deep Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0383.pdf,3181465,25EF26ED306E0C91ED4660C55BE2F9FE1374C6B990E756EBEC238547B15EEE7E,PDF,staging/screened_text_canonical_repaired_v4/text/P0383.txt,171349,A06FEFB31CF34B3C78C22A08D1F82D0F498372610B154E77F55CAFE88B46BE6D,68809,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0383.txt.receipt.json,False
P0391,Latent State Models of Training Dynamics,staging/broad_freeze_canonical_repaired_v4/sources/P0391.pdf,3858343,4C8894137BB7C6903C175F714A1BC4E9E1026838C6322115350E19115E577E86,PDF,staging/screened_text_canonical_repaired_v4/text/P0391.txt,92350,607A19BB5AD763A4D2C6C479945678D795349BC9B815EE4A4502FF77DF9FF1B6,64610,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0391.txt.receipt.json,False
P0272,Weakly Supervised AUC Optimization: A Unified Partial AUC Approach,staging/broad_freeze_canonical_repaired_v4/sources/P0272.pdf,1194333,76D44CB776354E62126A9AF17852870074DF8D25C3540979E60B8085BCF4FB8C,PDF,staging/screened_text_canonical_repaired_v4/text/P0272.txt,151969,0F12C8BDE99BCA7E517FEC2394EB4E074E57E7EB8926F9039EE183695162D199,69902,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0272.txt.receipt.json,False
P0366,IdentifyMix: An efficient two-stage learning approach to combating label noise,staging/broad_freeze_canonical_repaired_v4/sources/P0366.pdf,1952348,288BB103970206050E7D1E3F077DCA7F523C6A135DAA2EFA6BFB70E07B89E0D4,PDF,staging/screened_text_canonical_repaired_v4/text/P0366.txt,60381,52CE6B4BF091C1C3694BB18AA4EFBD693C28FD2BBF1D7AF70A92EF7BA2C76A23,41818,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0366.txt.receipt.json,False
P0336,Training with Growing Sets: A Simple Alternative to Curriculum Learning and Self Paced Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0336.pdf,321055,D969C4C1CAD6483FA0709D4360C05754C362DB75D7811B05457E2CE499BAA4B1,PDF,staging/screened_text_canonical_repaired_v4/text/P0336.txt,36623,A68DFF7ED59F76162EA79BB9D4CD1904E6F354A68FD083A5BB1F901D57171F9A,25294,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0336.txt.receipt.json,False
P0233,Hybrid Knowledge Transfer for Improved Cross-Lingual Event Detection via Hierarchical Sample Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0233.pdf,508958,630E8A8E03C6EABCE2A383D47DCBC88DDD4CFFCDD786BAADABC6606FF3F0CFC6,PDF,staging/screened_text_canonical_repaired_v4/text/P0233.txt,70962,56CFF0ACC7823A54EA42D66F1F19023294FC49D22536DB7EAA3E46486DC411FF,46263,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0233.txt.receipt.json,False
P0122,Semi-Supervised Learning for Maximizing the Partial AUC,staging/broad_freeze_canonical_repaired_v4/sources/P0122.pdf,706331,A63788E19B626422F6174D7FF7474278CC41B030399D5135DAA34249CE34F6E7,PDF,staging/screened_text_canonical_repaired_v4/text/P0122.txt,60330,C8C76FECB221E8658D3597FF7AEFA7E26BFE6FC5AAF10A476595C488B9939E77,29118,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0122.txt.receipt.json,False
P0470,Feature Distribution Matching by Optimal Transport for Effective and Robust Coreset Selection,staging/broad_freeze_canonical_repaired_v4/sources/P0470.pdf,643539,DCD6AB2C53575721BF7CD9D31E20969A125079DC32BFE9F02B6DB47D60003AAD,PDF,staging/screened_text_canonical_repaired_v4/text/P0470.txt,61688,0B262BAA43109220EAD56A0FDAF595D36C0D52F3546D9680B9FEDC75AA909CB9,36893,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0470.txt.receipt.json,False
P0145,Identifying Mislabeled Data using the Area Under the Margin Ranking,staging/broad_freeze_canonical_repaired_v4/sources/P0145.pdf,2500129,18884DA0DFDD63F625C3E45FF3E5C7907180045FB8D16C333D379880F37C3E83,PDF,staging/screened_text_canonical_repaired_v4/text/P0145.txt,81346,FA1435B76486AB0B44BBEDF470FA041B1E3E4CABACC612FCE772E1F22D7E8E87,48742,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0145.txt.receipt.json,False
P0098,Influence Dynamics and Stagewise Data Attribution,staging/broad_freeze_canonical_repaired_v4/sources/P0098.pdf,11434373,DD4E715570D17E3287FF6EDC8EBA1F3D6EF8FFF67CBCA1749913F55EC75D3DCF,PDF,staging/screened_text_canonical_repaired_v4/text/P0098.txt,113071,A74F92C8CAB9FADB8E6395ACC7B3448D2D967B4AA723567F3CF36FAD234DDEAE,77887,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0098.txt.receipt.json,False
P0020,GLISTER: Generalization based Data Subset Selection for Efficient and Robust Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0020.pdf,797498,88ECDA6540A7E528B2CB7C7763492CFB5763A0D421580ADB50E130FB9551BAF6,PDF,staging/screened_text_canonical_repaired_v4/text/P0020.txt,65331,A59C155D4D3780F19C4BA49F636927323E2ECA850393900FE982A9710211BB78,39680,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0020.txt.receipt.json,False
P0149,Data Selection for Language Models via Importance Resampling,staging/broad_freeze_canonical_repaired_v4/sources/P0149.pdf,1118931,3826EC3EED198449C48843A615505CC0763B1C664E96239C714D61F017B8D6DC,PDF,staging/screened_text_canonical_repaired_v4/text/P0149.txt,223132,E3001A3849DACA86D21D879E07D741CC57BAE9EE7007E11A6666687DDD6FE9CA,87485,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0149.txt.receipt.json,False
P0321,Mitigating Memorization in Sample Selection for Learning with Noisy Labels,staging/broad_freeze_canonical_repaired_v4/sources/P0321.pdf,2647560,A461E159BE20AFFA87351773F5B0FE90BD89790B5930B1D7CFFDD661BD85A457,PDF,staging/screened_text_canonical_repaired_v4/text/P0321.txt,86627,37A5EBFE4CC68B3B646B27CDAF9496FDC74C94EE7B132E9F64B64FD34FE536ED,45726,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0321.txt.receipt.json,False
P0081,Data Attribution in Large Language Models via Bidirectional Gradient Optimization,staging/broad_freeze_canonical_repaired_v4/sources/P0081.pdf,442112,39A3ADAE7556AEF4CA6F8F34C3E050A8DCE4023C8608652CA4DBBD1CE3CF5352,PDF,staging/screened_text_canonical_repaired_v4/text/P0081.txt,57486,0299CD4B388842F11FD9CD762D0044CA4DBFFCB93B2A37E4D427E5BE723F2A68,34481,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0081.txt.receipt.json,False
P0209,Army of Thieves: Enhancing Black-Box Model Extraction via Ensemble based sample selection,staging/broad_freeze_canonical_repaired_v4/sources/P0209.pdf,1519202,B1FF6C8AAABE29278E4643176854AD121EF2864B24C832250F541C9968FAA7F2,PDF,staging/screened_text_canonical_repaired_v4/text/P0209.txt,63682,0C112AB757DC7A8A963D99D5AF56301521D84FDAB673777055429E6FCC378EC3,34981,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0209.txt.receipt.json,False
P0422,Understanding Black-box Predictions via Influence Functions,sources/legacy_core/P012_Influence_Functions_2017.pdf,4815350,715FB9F935B0AF32C7AE1F0D834FD5158EDB279A575A4AE91196D1830F281F65,PDF,staging/screened_text_canonical_repaired_v4/text/P0422.txt,67984,796DCF151DA794B76275A91F3B12A88F2208E71834879A298B00C21A65769805,40043,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0422.txt.receipt.json,False
P0220,A Neural Network Approach for Online Nonlinear Neyman-Pearson Classification,staging/broad_freeze_canonical_repaired_v4/sources/P0220.pdf,1717706,1760D79C1FD9085E486940F6B8F869040A13FF78FAFF6EDCF2C502E39309446B,PDF,staging/screened_text_canonical_repaired_v4/text/P0220.txt,99585,ED37B3CF7E97E811C412FC7A7C2481968E2B8626DCB04558473CAE2410DFD6AB,60804,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0220.txt.receipt.json,False
P0195,Generative Entity Typing with Curriculum Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0195.pdf,821166,AF71AA13F24ACABB711E4FCD905BA9EA7543804293CE2EC8ED3D6FBE2E096C3E,PDF,staging/screened_text_canonical_repaired_v4/text/P0195.txt,72611,B8B13EC22A0CA35818750FCD62ECEE067B90A7A70A469983769B3E81E5E77F64,41383,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0195.txt.receipt.json,False
P0345,A Novel Multiview Sampling-Based Meta Self-Paced Learning Approach for Class-Imbalanced Intelligent Fault Diagnosis,staging/broad_freeze_canonical_repaired_v4/sources/P0345.pdf,1505647,E9D6ABC660DCAFDD35737AEE1668093372052FA992780C2EFF410A1966995FA1,PDF,staging/screened_text_canonical_repaired_v4/text/P0345.txt,93422,4BA153B2CDA4CE368AD989B9318329C245AE300DCE14CB0A736A616B3A3DCCBE,53260,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0345.txt.receipt.json,False
P0189,Logistic push: a regression framework for partial AUC optimization,staging/broad_freeze_canonical_repaired_v4/sources/P0189.pdf,336939,6FB2E5588DDAF4358FE6EC6CBB2B9E94D804A5A36A0496D7F5915E4F86A25FCF,PDF,staging/screened_text_canonical_repaired_v4/text/P0189.txt,32705,6845F36290276C4A6C47DB7E3EF7D30931D971F14E222D440D7CE611EE1D56CE,19319,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0189.txt.receipt.json,False
P0405,Density-Based Dynamic Curriculum Learning for Intent Detection,staging/broad_freeze_canonical_repaired_v4/sources/P0405.pdf,1678689,13181524DF8C4B076FB3765C65E72105DB1409B6807238BC8CE4C4F0402C2311,PDF,staging/screened_text_canonical_repaired_v4/text/P0405.txt,38631,A62D18CE839F20CDF448620321F035B7F467922A0C44D0DB7CE148F8C94E07DE,18461,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0405.txt.receipt.json,False
P0197,Deep Learning on a Data Diet: Finding Important Examples Early in\n Training,staging/broad_freeze_canonical_repaired_v4/sources/P0197.pdf,2241745,842B7D259D98E6C900D87F730D08B689F347DF70D764BF72E4A503DACA213058,PDF,staging/screened_text_canonical_repaired_v4/text/P0197.txt,95945,277D90028499B3B5941FB60FCA318C96FC840EE739A1C2E77E3DC04CC41E31E6,61758,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0197.txt.receipt.json,False
P0065,Smart Cuts: Enhance Active Learning for Vulnerability Detection by Pruning Hard-to-Learn Data,staging/broad_freeze_canonical_repaired_v4/sources/P0065.pdf,3183768,976A0D6476849AD2652D15DDA87980EB255A7724B8B52257CFD8B2F12635FBE2,PDF,staging/screened_text_canonical_repaired_v4/text/P0065.txt,91702,B78B05AEA827969EC8981280C04A55D704803FE5414C934F0BBD1977FE405F2A,63067,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0065.txt.receipt.json,False
P0438,Training data selection for event classification in a highly variable environment,staging/broad_freeze_canonical_repaired_v4/sources/P0438.pdf,1703068,D9EDC16FF6FC88EBA9EBA97BDE2C3D33B9FB74F532966443EB80F1C2DAA015A6,PDF,staging/screened_text_canonical_repaired_v4/text/P0438.txt,45912,1BC519536F584544C62B4BECFD08B9A061782D4C5C714462423435819E9A9A91,27636,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0438.txt.receipt.json,False
P0360,TDSelector: A Training Data Selection Method for Cross-Project Defect Prediction,staging/broad_freeze_canonical_repaired_v4/sources/P0360.pdf,513110,1919745A27093D4106A600CDABD659FB8B6EDA531AB334536E369190CFF3C918,PDF,staging/screened_text_canonical_repaired_v4/text/P0360.txt,85528,AD9E959494553E5FC2E960F77ED3666E7321FE7054D18FBD9BA5FA2C19C4147A,55521,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0360.txt.receipt.json,False
P0112,UNICON: Combating Label Noise Through Uniform Selection and Contrastive Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0112.pdf,2531250,F5BB0C951181300351F496D44041A5EB6599529199BB89E90CB3710DCDCB395A,PDF,staging/screened_text_canonical_repaired_v4/text/P0112.txt,170719,5B391A3D7617262FD0A4C2D8BDBC7AD536701254A9A16ED5765EB267D7BFA4CE,62556,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0112.txt.receipt.json,False
P0267,Automatic Combination of Sample Selection Strategies for Few-Shot Learning,staging/broad_freeze_canonical_repaired_v4/sources/P0267.pdf,7594462,CA8F3F98FC0953B3AD566786C82B9AE03ED005E7A1D758BACFEDE15AF65C9132,PDF,staging/screened_text_canonical_repaired_v4/text/P0267.txt,161691,1CAB1253727955804A38B73274A18301C2AB03036393B06F664D69813DAA5632,109898,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0267.txt.receipt.json,False
P0495,Enhancing Training Data Attribution for Large Language Models with Fitting Error Consideration,staging/broad_freeze_canonical_repaired_v4/sources/P0495.pdf,379661,BF5F31EDA53A965F85D73ABA7517B0D6B4A8739E23D4D348412AA2EC23B17239,PDF,staging/screened_text_canonical_repaired_v4/text/P0495.txt,87063,D1412372BF889655DFABF781FD67E3B338F589DF12AF9AF9C310BCF10356CE2A,47038,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_canonical_repaired_v4/text/P0495.txt.receipt.json,False
