experiment_id,method_id,manifest_build_status,budget,run_id,replay_manifest_dir,training_run_dir,eval_dir
oof_dynamics_gap_value_20260708,grad_mag,default_ready,3000,grad_mag_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_mag/budget_03000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_mag/budget_03000/grad_mag_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_mag/budget_03000/grad_mag_b03000_r001
oof_dynamics_gap_value_20260708,grad_mag,default_ready,6000,grad_mag_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_mag/budget_06000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_mag/budget_06000/grad_mag_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_mag/budget_06000/grad_mag_b06000_r001
oof_dynamics_gap_value_20260708,grad_align,default_ready,600,grad_align_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_align/budget_00600,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_align/budget_00600/grad_align_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_align/budget_00600/grad_align_b00600_r001
oof_dynamics_gap_value_20260708,grad_align,default_ready,3000,grad_align_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_align/budget_03000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_align/budget_03000/grad_align_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_align/budget_03000/grad_align_b03000_r001
oof_dynamics_gap_value_20260708,grad_align,default_ready,6000,grad_align_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_align/budget_06000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_align/budget_06000/grad_align_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_align/budget_06000/grad_align_b06000_r001
oof_dynamics_gap_value_20260708,grad_mag_align,default_ready,600,grad_mag_align_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_mag_align/budget_00600,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_mag_align/budget_00600/grad_mag_align_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_mag_align/budget_00600/grad_mag_align_b00600_r001
oof_dynamics_gap_value_20260708,grad_mag_align,default_ready,3000,grad_mag_align_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_mag_align/budget_03000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_mag_align/budget_03000/grad_mag_align_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_mag_align/budget_03000/grad_mag_align_b03000_r001
oof_dynamics_gap_value_20260708,grad_mag_align,default_ready,6000,grad_mag_align_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_mag_align/budget_06000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_mag_align/budget_06000/grad_mag_align_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_mag_align/budget_06000/grad_mag_align_b06000_r001
oof_dynamics_gap_value_20260708,diverse_grad_align,default_ready,600,diverse_grad_align_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/diverse_grad_align/budget_00600,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/diverse_grad_align/budget_00600/diverse_grad_align_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/diverse_grad_align/budget_00600/diverse_grad_align_b00600_r001
oof_dynamics_gap_value_20260708,diverse_grad_align,default_ready,3000,diverse_grad_align_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/diverse_grad_align/budget_03000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/diverse_grad_align/budget_03000/diverse_grad_align_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/diverse_grad_align/budget_03000/diverse_grad_align_b03000_r001
oof_dynamics_gap_value_20260708,diverse_grad_align,default_ready,6000,diverse_grad_align_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/diverse_grad_align/budget_06000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/diverse_grad_align/budget_06000/diverse_grad_align_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/diverse_grad_align/budget_06000/diverse_grad_align_b06000_r001
oof_dynamics_gap_value_20260708,gap_critical,default_ready,600,gap_critical_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/gap_critical/budget_00600,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/gap_critical/budget_00600/gap_critical_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/gap_critical/budget_00600/gap_critical_b00600_r001
oof_dynamics_gap_value_20260708,gap_critical,default_ready,3000,gap_critical_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/gap_critical/budget_03000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/gap_critical/budget_03000/gap_critical_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/gap_critical/budget_03000/gap_critical_b03000_r001
oof_dynamics_gap_value_20260708,gap_critical,default_ready,6000,gap_critical_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/gap_critical/budget_06000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/gap_critical/budget_06000/gap_critical_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/gap_critical/budget_06000/gap_critical_b06000_r001
oof_dynamics_gap_value_20260708,grad_align_guard,requires_defect_guard_budget,600,grad_align_guard_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_align_guard/budget_00600,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_align_guard/budget_00600/grad_align_guard_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_align_guard/budget_00600/grad_align_guard_b00600_r001
oof_dynamics_gap_value_20260708,grad_align_guard,requires_defect_guard_budget,3000,grad_align_guard_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_align_guard/budget_03000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_align_guard/budget_03000/grad_align_guard_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_align_guard/budget_03000/grad_align_guard_b03000_r001
oof_dynamics_gap_value_20260708,grad_align_guard,requires_defect_guard_budget,6000,grad_align_guard_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/grad_align_guard/budget_06000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/grad_align_guard/budget_06000/grad_align_guard_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/grad_align_guard/budget_06000/grad_align_guard_b06000_r001
oof_dynamics_gap_value_20260708,gap_critical_guard,requires_defect_guard_budget,600,gap_critical_guard_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/gap_critical_guard/budget_00600,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/gap_critical_guard/budget_00600/gap_critical_guard_b00600_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/gap_critical_guard/budget_00600/gap_critical_guard_b00600_r001
oof_dynamics_gap_value_20260708,gap_critical_guard,requires_defect_guard_budget,3000,gap_critical_guard_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/gap_critical_guard/budget_03000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/gap_critical_guard/budget_03000/gap_critical_guard_b03000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/gap_critical_guard/budget_03000/gap_critical_guard_b03000_r001
oof_dynamics_gap_value_20260708,gap_critical_guard,requires_defect_guard_budget,6000,gap_critical_guard_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/03_replay_manifests/gap_critical_guard/budget_06000,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/04_training_runs/gap_critical_guard/budget_06000/gap_critical_guard_b06000_r001,C:/GitHub/YOLO-CV/artifacts/stage1_sample_value_experiments/experiments/oof_dynamics_gap_value_20260708/05_eval/gap_critical_guard/budget_06000/gap_critical_guard_b06000_r001
